"DateTime";"Middeltemperatur";"Maksimumtemperatur";"Minimumtemperatur"
"2019-07-01 00:00:00";13,8;14;13,6
"2019-07-01 01:00:00";13,8;14,3;13,3
"2019-07-01 02:00:00";13,1;13,4;12,9
"2019-07-01 03:00:00";13;13,2;12,8
"2019-07-01 04:00:00";13,3;13,9;12,9
"2019-07-01 05:00:00";14,6;15,1;13,9
"2019-07-01 06:00:00";15,5;16,2;14,9
"2019-07-01 07:00:00";16,2;17;15,7
"2019-07-01 08:00:00";17,2;17,6;16,7
"2019-07-01 09:00:00";18,3;19,2;17
"2019-07-01 10:00:00";18,8;19,7;17,4
"2019-07-01 11:00:00";18,5;19,7;16,6
"2019-07-01 12:00:00";18,7;19,6;17,9
"2019-07-01 13:00:00";18,7;19,4;18,1
"2019-07-01 14:00:00";18,2;19,4;17,3
"2019-07-01 15:00:00";16,5;17,7;14,9
"2019-07-01 16:00:00";15,2;16,7;13,8
"2019-07-01 17:00:00";15,2;15,8;14,3
"2019-07-01 18:00:00";15,3;15,7;15,1
"2019-07-01 19:00:00";14,4;15,1;14,1
"2019-07-01 20:00:00";14,2;14,4;14
"2019-07-01 21:00:00";14;14,1;13,8
"2019-07-01 22:00:00";13,5;13,9;13,1
"2019-07-01 23:00:00";12,8;13,2;12,6
"2019-07-02 00:00:00";12,2;12,7;11,8
"2019-07-02 01:00:00";12,2;12,4;12
"2019-07-02 02:00:00";11,8;12,2;11,4
"2019-07-02 03:00:00";11,3;11,5;11,1
"2019-07-02 04:00:00";10,9;11,3;10,6
"2019-07-02 05:00:00";10,9;11,2;10,6
"2019-07-02 06:00:00";11,5;11,8;11
"2019-07-02 07:00:00";12;12,7;11,3
"2019-07-02 08:00:00";12,3;13,3;11,6
"2019-07-02 09:00:00";12,8;13,7;11,6
"2019-07-02 10:00:00";13,4;14,8;12,1
"2019-07-02 11:00:00";14,1;14,8;13,3
"2019-07-02 12:00:00";14,3;15;13,3
"2019-07-02 13:00:00";14;15,1;13,1
"2019-07-02 14:00:00";14,5;15,2;13,5
"2019-07-02 15:00:00";14,3;15,5;13,7
"2019-07-02 16:00:00";13,9;14,8;13,3
"2019-07-02 17:00:00";13,8;14,4;13,2
"2019-07-02 18:00:00";13,1;13,9;12,4
"2019-07-02 19:00:00";12,1;12,6;11,6
"2019-07-02 20:00:00";11,4;11,8;11
"2019-07-02 21:00:00";10,8;11,1;10,6
"2019-07-02 22:00:00";10,4;10,6;10
"2019-07-02 23:00:00";10,4;10,6;10,1
"2019-07-03 00:00:00";9,9;10,3;9,7
"2019-07-03 01:00:00";9,6;10,1;9,3
"2019-07-03 02:00:00";9,2;9,6;8,8
"2019-07-03 03:00:00";8,6;8,9;8,3
"2019-07-03 04:00:00";8;8,4;7,7
"2019-07-03 05:00:00";9,1;10,2;8,1
"2019-07-03 06:00:00";11,1;11,8;10,2
"2019-07-03 07:00:00";12,1;12,7;11,3
"2019-07-03 08:00:00";13;14;12,2
"2019-07-03 09:00:00";13,5;14,6;12
"2019-07-03 10:00:00";12,1;14,8;10,6
"2019-07-03 11:00:00";14,2;15,5;13
"2019-07-03 12:00:00";13;15;11,2
"2019-07-03 13:00:00";13,3;14,6;11,8
"2019-07-03 14:00:00";13;14,8;11,1
"2019-07-03 15:00:00";12,6;15,3;11,3
"2019-07-03 16:00:00";13,4;14,3;12,4
"2019-07-03 17:00:00";13,8;14,2;13,2
"2019-07-03 18:00:00";13,6;14,1;13
"2019-07-03 19:00:00";12,4;13;11,8
"2019-07-03 20:00:00";11,2;11,8;10,5
"2019-07-03 21:00:00";10,4;10,8;10
"2019-07-03 22:00:00";10;10,2;9,7
"2019-07-03 23:00:00";10,1;10,2;10
"2019-07-04 00:00:00";10;10,2;9,8
"2019-07-04 01:00:00";9,7;9,9;9,3
"2019-07-04 02:00:00";8,5;9,4;8,2
"2019-07-04 03:00:00";8,6;8,8;8,3
"2019-07-04 04:00:00";9;10;8,6
"2019-07-04 05:00:00";10,6;11,2;9,9
"2019-07-04 06:00:00";11,8;12,3;11,1
"2019-07-04 07:00:00";12,3;12,8;11,9
"2019-07-04 08:00:00";13;13,4;12,7
"2019-07-04 09:00:00";13,2;13,8;12,4
"2019-07-04 10:00:00";13,5;14,1;12,6
"2019-07-04 11:00:00";14,3;14,6;14
"2019-07-04 12:00:00";14,4;14,8;14
"2019-07-04 13:00:00";14,7;15,3;14,1
"2019-07-04 14:00:00";14,6;15,2;13,9
"2019-07-04 15:00:00";13,7;14,4;13,2
"2019-07-04 16:00:00";12,8;13,5;12,3
"2019-07-04 17:00:00";12,1;12,4;11,9
"2019-07-04 18:00:00";12,3;12,6;12
"2019-07-04 19:00:00";12;12,3;11,8
"2019-07-04 20:00:00";11,6;11,9;11,4
"2019-07-04 21:00:00";11,4;11,6;11,2
"2019-07-04 22:00:00";11,4;11,5;11,2
"2019-07-04 23:00:00";11,7;11,9;11,4
"2019-07-05 00:00:00";11,9;12;11,7
"2019-07-05 01:00:00";11,5;11,9;11,4
"2019-07-05 02:00:00";11,4;11,5;11,2
"2019-07-05 03:00:00";11;11,4;10,5
"2019-07-05 04:00:00";10,3;10,6;10,1
"2019-07-05 05:00:00";10,4;10,7;10,2
"2019-07-05 06:00:00";11,1;11,6;10,6
"2019-07-05 07:00:00";12,2;12,8;11,6
"2019-07-05 08:00:00";13,4;14;12,6
"2019-07-05 09:00:00";14,6;15,3;14
"2019-07-05 10:00:00";16,1;16,8;15,2
"2019-07-05 11:00:00";17,1;17,9;16,5
"2019-07-05 12:00:00";18,2;18,8;17,6
"2019-07-05 13:00:00";18,9;19,3;18,5
"2019-07-05 14:00:00";19,2;19,8;18,7
"2019-07-05 15:00:00";19,2;19,6;18,7
"2019-07-05 16:00:00";18,8;19,3;18,4
"2019-07-05 17:00:00";18;18,7;17,5
"2019-07-05 18:00:00";17,2;17,7;16,6
"2019-07-05 19:00:00";15,7;16,7;14,6
"2019-07-05 20:00:00";13,4;14,5;12,4
"2019-07-05 21:00:00";11,9;12,4;11,4
"2019-07-05 22:00:00";11,1;11,5;10,9
"2019-07-05 23:00:00";11,4;11,6;11,2
"2019-07-06 00:00:00";11,7;12;11,4
"2019-07-06 01:00:00";12;12,2;11,8
"2019-07-06 02:00:00";11,6;11,9;11,4
"2019-07-06 03:00:00";11,3;11,5;11,2
"2019-07-06 04:00:00";11,2;11,4;11,1
"2019-07-06 05:00:00";11,3;11,5;11,2
"2019-07-06 06:00:00";11,7;12,1;11,3
"2019-07-06 07:00:00";12,4;12,9;12
"2019-07-06 08:00:00";13,3;13,8;12,7
"2019-07-06 09:00:00";14;14,6;13,5
"2019-07-06 10:00:00";14,9;15,9;14,3
"2019-07-06 11:00:00";14,7;15;14,4
"2019-07-06 12:00:00";15;15,7;14,3
"2019-07-06 13:00:00";15,4;16,2;14,6
"2019-07-06 14:00:00";14,8;15,6;14,4
"2019-07-06 15:00:00";14,6;15;14,3
"2019-07-06 16:00:00";14,6;15,2;13,9
"2019-07-06 17:00:00";13,4;14;12,5
"2019-07-06 18:00:00";13,6;14;13,1
"2019-07-06 19:00:00";13,1;13,5;12,6
"2019-07-06 20:00:00";12,2;12,6;11,9
"2019-07-06 21:00:00";11,8;12;11,5
"2019-07-06 22:00:00";11,6;12;11,2
"2019-07-06 23:00:00";11,4;11,5;11,2
"2019-07-07 00:00:00";11,5;11,7;11,2
"2019-07-07 01:00:00";11,2;11,8;10,8
"2019-07-07 02:00:00";11;11,3;10,8
"2019-07-07 03:00:00";11,1;11,4;10,9
"2019-07-07 04:00:00";11,2;11,3;11,1
"2019-07-07 05:00:00";11,5;11,8;11,2
"2019-07-07 06:00:00";12;12,2;11,7
"2019-07-07 07:00:00";12,1;12,4;11,8
"2019-07-07 08:00:00";12,7;13,4;12,3
"2019-07-07 09:00:00";13,4;14,2;13
"2019-07-07 10:00:00";14;14,8;13,4
"2019-07-07 11:00:00";14,7;15,6;13,8
"2019-07-07 12:00:00";15,1;16;14,3
"2019-07-07 13:00:00";15,4;15,8;14,8
"2019-07-07 14:00:00";15,3;15,9;14,9
"2019-07-07 15:00:00";15;15,6;14,5
"2019-07-07 16:00:00";14,3;14,7;13,7
"2019-07-07 17:00:00";13,6;13,9;13,2
"2019-07-07 18:00:00";13;13,6;12,4
"2019-07-07 19:00:00";12,3;12,6;12
"2019-07-07 20:00:00";11,6;12,1;11,1
"2019-07-07 21:00:00";11;11,2;10,6
"2019-07-07 22:00:00";10,6;10,8;10,5
"2019-07-07 23:00:00";10,6;10,8;10,4
"2019-07-08 00:00:00";10,4;10,5;10,3
"2019-07-08 01:00:00";10,3;10,5;10,1
"2019-07-08 02:00:00";10,3;10,4;10,1
"2019-07-08 03:00:00";10,4;10,5;10,2
"2019-07-08 04:00:00";10,3;10,5;10,2
"2019-07-08 05:00:00";10,8;11,3;10,3
"2019-07-08 06:00:00";11,1;11,2;10,9
"2019-07-08 07:00:00";12,1;12,6;11,2
"2019-07-08 08:00:00";13,1;14,4;12,5
"2019-07-08 09:00:00";15,1;15,7;14,2
"2019-07-08 10:00:00";15,9;16,9;15,2
"2019-07-08 11:00:00";16,5;16,8;16,1
"2019-07-08 12:00:00";15,9;17,4;15,1
"2019-07-08 13:00:00";17,8;18,3;16,9
"2019-07-08 14:00:00";17,7;19,3;16,7
"2019-07-08 15:00:00";14,3;17,8;12,9
"2019-07-08 16:00:00";13;13,3;12,8
