2,0,20190703,105130,39,1,1759,586,1802,630,Jul08_0/01-20190703105130-snapshot.jpg
2,0,20190703,105200,32,1,1759,586,1802,630,Jul08_0/01-20190703105200-snapshot.jpg
2,0,20190703,110830,65,1,777,1040,829,1080,Jul08_0/01-20190703110830-snapshot.jpg
2,0,20190703,110900,79,1,774,1039,828,1080,Jul08_0/01-20190703110900-snapshot.jpg
2,0,20190703,110930,79,1,853,1021,914,1080,Jul08_0/01-20190703110930-snapshot.jpg
2,0,20190703,111200,83,1,798,821,855,891,Jul08_0/01-20190703111200-snapshot.jpg
2,0,20190703,111230,35,1,746,773,787,816,Jul08_0/01-20190703111230-snapshot.jpg
2,0,20190703,111330,81,1,791,692,829,729,Jul08_0/01-20190703111330-snapshot.jpg
2,0,20190703,111400,79,1,827,624,864,652,Jul08_0/01-20190703111400-snapshot.jpg
2,0,20190703,111430,80,1,941,616,991,657,Jul08_0/01-20190703111430-snapshot.jpg
2,0,20190703,111500,81,1,1010,622,1057,679,Jul08_0/01-20190703111500-snapshot.jpg
2,0,20190703,111530,82,1,1123,704,1172,768,Jul08_0/01-20190703111530-snapshot.jpg
2,0,20190703,111600,83,1,1187,759,1231,795,Jul08_0/01-20190703111600-snapshot.jpg
2,0,20190703,111700,83,1,1215,914,1274,989,Jul08_0/01-20190703111700-snapshot.jpg
2,0,20190703,111730,84,1,1261,755,1310,795,Jul08_0/01-20190703111730-snapshot.jpg
2,0,20190703,121930,82,1,175,755,224,803,Jul08_0/01-20190703121930-snapshot.jpg
2,0,20190703,122000,77,1,376,711,418,749,Jul08_0/01-20190703122000-snapshot.jpg
2,0,20190703,122030,85,1,609,461,651,503,Jul08_0/01-20190703122030-snapshot.jpg
2,0,20190703,131830,37,1,1754,589,1796,632,Jul08_0/01-20190703131830-snapshot.jpg
2,0,20190703,143530,86,1,798,46,854,125,Jul08_0/01-20190703143530-snapshot.jpg
2,0,20190703,162800,82,1,1412,858,1461,918,Jul08_0/01-20190703162800-snapshot.jpg
2,0,20190704,080900,78,8,72,849,172,939,Jul08_0/03-20190704080900-snapshot.jpg
2,0,20190704,123830,31,1,121,38,173,85,Jul08_0/03-20190704123830-snapshot.jpg
2,0,20190704,202600,30,5,1187,863,1238,893,Jul08_0/03-20190704202600-snapshot.jpg
2,0,20190704,202830,32,5,1189,864,1236,893,Jul08_0/03-20190704202830-snapshot.jpg
2,0,20190704,202900,27,5,1189,863,1236,894,Jul08_0/03-20190704202900-snapshot.jpg
2,0,20190704,202930,45,5,1189,864,1236,894,Jul08_0/03-20190704202930-snapshot.jpg
2,0,20190704,203100,29,5,1189,864,1237,893,Jul08_0/03-20190704203100-snapshot.jpg
2,0,20190704,203200,48,5,1189,863,1239,894,Jul08_0/03-20190704203200-snapshot.jpg
2,0,20190704,203300,41,5,1188,863,1238,894,Jul08_0/03-20190704203300-snapshot.jpg
2,0,20190704,203600,35,5,1188,863,1240,894,Jul08_0/03-20190704203600-snapshot.jpg
2,0,20190704,203700,34,5,1187,863,1240,894,Jul08_0/03-20190704203700-snapshot.jpg
2,0,20190704,203730,47,5,1186,863,1242,894,Jul08_0/03-20190704203730-snapshot.jpg
2,0,20190707,060430,31,1,1182,311,1228,356,Jul08_0/03-20190707060430-snapshot.jpg
2,0,20190707,063130,82,8,329,878,414,928,Jul08_0/03-20190707063130-snapshot.jpg
2,0,20190707,071730,80,1,709,423,752,463,Jul08_0/03-20190707071730-snapshot.jpg
2,0,20190707,071830,84,1,598,584,637,623,Jul08_0/03-20190707071830-snapshot.jpg
2,0,20190707,071900,83,1,324,704,368,746,Jul08_0/03-20190707071900-snapshot.jpg
2,0,20190707,083300,32,1,335,994,377,1032,Jul08_0/03-20190707083300-snapshot.jpg
2,0,20190707,083330,55,1,336,995,378,1033,Jul08_0/03-20190707083330-snapshot.jpg
2,0,20190707,083400,64,1,336,994,379,1033,Jul08_0/03-20190707083400-snapshot.jpg
2,0,20190707,083430,66,1,337,994,380,1033,Jul08_0/03-20190707083430-snapshot.jpg
2,0,20190707,083500,84,1,346,863,391,908,Jul08_0/03-20190707083500-snapshot.jpg
2,0,20190707,083600,35,1,485,551,523,587,Jul08_0/03-20190707083600-snapshot.jpg
2,0,20190707,083630,86,1,548,622,594,664,Jul08_0/03-20190707083630-snapshot.jpg
2,0,20190707,083730,78,1,1712,0,1757,37,Jul08_0/03-20190707083730-snapshot.jpg
2,0,20190707,083730,84,1,676,266,718,309,Jul08_0/03-20190707083730-snapshot.jpg
2,0,20190707,091900,76,1,1257,467,1296,505,Jul08_0/03-20190707091900-snapshot.jpg
2,0,20190707,092300,88,1,561,780,607,823,Jul08_0/03-20190707092300-snapshot.jpg
2,0,20190707,092400,83,1,765,715,809,757,Jul08_0/03-20190707092400-snapshot.jpg
2,0,20190707,092430,83,2,839,147,938,206,Jul08_0/03-20190707092430-snapshot.jpg
2,0,20190707,092500,85,1,607,543,647,576,Jul08_0/03-20190707092500-snapshot.jpg
2,0,20190707,092500,86,2,848,142,944,218,Jul08_0/03-20190707092500-snapshot.jpg
2,0,20190707,092530,83,1,526,272,568,311,Jul08_0/03-20190707092530-snapshot.jpg
2,0,20190707,092600,79,1,572,299,612,339,Jul08_0/03-20190707092600-snapshot.jpg
2,0,20190707,092630,74,1,640,196,680,234,Jul08_0/03-20190707092630-snapshot.jpg
2,0,20190707,094630,89,3,510,453,618,527,Jul08_0/03-20190707094630-snapshot.jpg
2,0,20190707,095600,82,1,1712,131,1755,170,Jul08_0/03-20190707095600-snapshot.jpg
2,0,20190707,101000,87,1,847,35,897,89,Jul08_0/03-20190707101000-snapshot.jpg
2,0,20190707,101200,82,1,1604,559,1645,597,Jul08_0/03-20190707101200-snapshot.jpg
2,0,20190707,101600,85,8,513,129,605,194,Jul08_0/03-20190707101600-snapshot.jpg
2,0,20190707,103100,25,1,829,676,872,708,Jul08_0/03-20190707103100-snapshot.jpg
2,0,20190707,103200,87,1,655,942,700,986,Jul08_0/03-20190707103200-snapshot.jpg
2,0,20190707,103400,79,1,1871,1003,1920,1051,Jul08_0/03-20190707103400-snapshot.jpg
2,0,20190707,105000,88,1,578,60,627,113,Jul08_0/03-20190707105000-snapshot.jpg
2,0,20190707,105030,89,1,629,89,677,139,Jul08_0/03-20190707105030-snapshot.jpg
2,0,20190707,105100,79,1,855,350,898,390,Jul08_0/03-20190707105100-snapshot.jpg
2,0,20190707,105230,86,1,970,767,1014,813,Jul08_0/03-20190707105230-snapshot.jpg
2,0,20190707,105300,84,1,1034,800,1079,852,Jul08_0/03-20190707105300-snapshot.jpg
2,0,20190707,105330,86,1,1030,796,1074,844,Jul08_0/03-20190707105330-snapshot.jpg
2,0,20190707,105430,85,1,1415,719,1465,779,Jul08_0/03-20190707105430-snapshot.jpg
2,0,20190707,113330,68,8,0,818,49,877,Jul08_0/03-20190707113330-snapshot.jpg
2,0,20190707,115300,86,1,813,628,859,674,Jul08_0/03-20190707115300-snapshot.jpg
2,0,20190707,115330,87,1,899,524,944,565,Jul08_0/03-20190707115330-snapshot.jpg
2,0,20190707,115400,87,1,899,524,943,565,Jul08_0/03-20190707115400-snapshot.jpg
2,0,20190707,115430,82,1,991,387,1034,422,Jul08_0/03-20190707115430-snapshot.jpg
2,0,20190707,120430,79,1,871,353,908,388,Jul08_0/03-20190707120430-snapshot.jpg
2,0,20190707,120500,75,1,868,352,906,388,Jul08_0/03-20190707120500-snapshot.jpg
2,0,20190707,120530,76,1,868,352,906,388,Jul08_0/03-20190707120530-snapshot.jpg
2,0,20190707,120600,81,1,870,353,909,388,Jul08_0/03-20190707120600-snapshot.jpg
2,0,20190707,120630,79,1,872,354,909,388,Jul08_0/03-20190707120630-snapshot.jpg
2,0,20190707,120700,79,1,871,354,910,388,Jul08_0/03-20190707120700-snapshot.jpg
2,0,20190707,120730,78,1,870,352,908,387,Jul08_0/03-20190707120730-snapshot.jpg
2,0,20190707,120800,79,1,870,352,909,388,Jul08_0/03-20190707120800-snapshot.jpg
2,0,20190707,120830,78,1,869,352,909,389,Jul08_0/03-20190707120830-snapshot.jpg
2,0,20190707,120900,78,1,870,353,909,388,Jul08_0/03-20190707120900-snapshot.jpg
2,0,20190707,120930,80,1,871,353,909,387,Jul08_0/03-20190707120930-snapshot.jpg
2,0,20190707,121000,77,1,871,353,909,388,Jul08_0/03-20190707121000-snapshot.jpg
2,0,20190707,121030,72,1,871,353,908,387,Jul08_0/03-20190707121030-snapshot.jpg
2,0,20190707,121100,79,1,870,352,909,388,Jul08_0/03-20190707121100-snapshot.jpg
2,0,20190707,121130,81,1,869,353,908,388,Jul08_0/03-20190707121130-snapshot.jpg
2,0,20190707,121200,82,1,870,353,909,388,Jul08_0/03-20190707121200-snapshot.jpg
2,0,20190707,121230,80,1,868,351,906,387,Jul08_0/03-20190707121230-snapshot.jpg
2,0,20190707,121300,80,1,869,352,907,387,Jul08_0/03-20190707121300-snapshot.jpg
2,0,20190707,121330,79,1,869,352,908,388,Jul08_0/03-20190707121330-snapshot.jpg
2,0,20190707,121400,79,1,868,351,906,387,Jul08_0/03-20190707121400-snapshot.jpg
2,0,20190707,121430,80,1,868,351,907,387,Jul08_0/03-20190707121430-snapshot.jpg
2,0,20190707,121500,79,1,869,352,906,387,Jul08_0/03-20190707121500-snapshot.jpg
2,0,20190707,121530,79,1,870,353,908,388,Jul08_0/03-20190707121530-snapshot.jpg
2,0,20190707,121600,82,1,870,352,909,387,Jul08_0/03-20190707121600-snapshot.jpg
2,0,20190707,121630,79,1,870,352,908,387,Jul08_0/03-20190707121630-snapshot.jpg
2,0,20190707,121700,79,1,870,353,909,388,Jul08_0/03-20190707121700-snapshot.jpg
2,0,20190707,121730,80,1,869,352,906,386,Jul08_0/03-20190707121730-snapshot.jpg
2,0,20190707,121800,80,1,869,352,906,387,Jul08_0/03-20190707121800-snapshot.jpg
2,0,20190707,121830,75,1,870,352,906,387,Jul08_0/03-20190707121830-snapshot.jpg
2,0,20190707,121900,75,1,869,352,906,387,Jul08_0/03-20190707121900-snapshot.jpg
2,0,20190707,121930,82,1,870,351,909,387,Jul08_0/03-20190707121930-snapshot.jpg
2,0,20190707,122000,73,1,870,351,907,386,Jul08_0/03-20190707122000-snapshot.jpg
2,0,20190707,122730,29,1,748,365,791,402,Jul08_0/03-20190707122730-snapshot.jpg
2,0,20190707,123300,85,1,747,359,792,399,Jul08_0/03-20190707123300-snapshot.jpg
2,0,20190707,123330,85,1,748,359,793,400,Jul08_0/03-20190707123330-snapshot.jpg
2,0,20190707,123400,81,1,749,359,792,397,Jul08_0/03-20190707123400-snapshot.jpg
2,0,20190707,123430,85,1,749,358,793,398,Jul08_0/03-20190707123430-snapshot.jpg
2,0,20190707,123500,81,1,750,359,792,397,Jul08_0/03-20190707123500-snapshot.jpg
2,0,20190707,123530,84,1,749,358,793,398,Jul08_0/03-20190707123530-snapshot.jpg
2,0,20190707,123600,86,1,749,358,793,399,Jul08_0/03-20190707123600-snapshot.jpg
2,0,20190707,123630,83,1,750,358,793,396,Jul08_0/03-20190707123630-snapshot.jpg
2,0,20190707,123700,87,1,747,355,792,396,Jul08_0/03-20190707123700-snapshot.jpg
2,0,20190707,123730,86,1,749,356,792,396,Jul08_0/03-20190707123730-snapshot.jpg
2,0,20190707,123800,87,1,748,356,792,396,Jul08_0/03-20190707123800-snapshot.jpg
2,0,20190707,123830,87,1,748,354,793,394,Jul08_0/03-20190707123830-snapshot.jpg
2,0,20190707,123900,87,1,747,354,793,395,Jul08_0/03-20190707123900-snapshot.jpg
2,0,20190707,123930,87,1,749,354,794,396,Jul08_0/03-20190707123930-snapshot.jpg
2,0,20190707,124000,87,1,748,354,793,397,Jul08_0/03-20190707124000-snapshot.jpg
2,0,20190707,124030,87,1,748,354,794,396,Jul08_0/03-20190707124030-snapshot.jpg
2,0,20190707,124100,86,1,748,354,793,396,Jul08_0/03-20190707124100-snapshot.jpg
2,0,20190707,124130,87,1,748,355,793,396,Jul08_0/03-20190707124130-snapshot.jpg
2,0,20190707,124200,86,1,748,353,793,394,Jul08_0/03-20190707124200-snapshot.jpg
2,0,20190707,124230,86,1,748,353,793,394,Jul08_0/03-20190707124230-snapshot.jpg
2,0,20190707,124300,86,1,748,353,794,394,Jul08_0/03-20190707124300-snapshot.jpg
2,0,20190707,124330,87,1,747,353,794,396,Jul08_0/03-20190707124330-snapshot.jpg
2,0,20190707,124400,87,1,748,354,793,395,Jul08_0/03-20190707124400-snapshot.jpg
2,0,20190707,124430,87,1,747,354,794,396,Jul08_0/03-20190707124430-snapshot.jpg
2,0,20190707,124500,87,1,747,354,794,396,Jul08_0/03-20190707124500-snapshot.jpg
2,0,20190707,124530,87,1,747,355,793,397,Jul08_0/03-20190707124530-snapshot.jpg
2,0,20190707,124600,87,1,750,356,795,400,Jul08_0/03-20190707124600-snapshot.jpg
2,0,20190707,124630,87,1,748,355,794,396,Jul08_0/03-20190707124630-snapshot.jpg
2,0,20190707,124700,87,1,748,354,793,396,Jul08_0/03-20190707124700-snapshot.jpg
2,0,20190707,124730,87,1,747,354,794,396,Jul08_0/03-20190707124730-snapshot.jpg
2,0,20190707,124800,87,1,748,355,793,395,Jul08_0/03-20190707124800-snapshot.jpg
2,0,20190707,124830,86,1,747,354,793,396,Jul08_0/03-20190707124830-snapshot.jpg
2,0,20190707,124900,87,1,749,355,793,396,Jul08_0/03-20190707124900-snapshot.jpg
2,0,20190707,124930,87,1,747,354,793,396,Jul08_0/03-20190707124930-snapshot.jpg
2,0,20190707,125000,87,1,748,355,794,395,Jul08_0/03-20190707125000-snapshot.jpg
2,0,20190707,125030,87,1,747,354,793,396,Jul08_0/03-20190707125030-snapshot.jpg
2,0,20190707,125100,86,1,747,353,793,395,Jul08_0/03-20190707125100-snapshot.jpg
2,0,20190707,125130,87,1,747,353,794,396,Jul08_0/03-20190707125130-snapshot.jpg
2,0,20190707,125730,80,1,744,366,787,404,Jul08_0/03-20190707125730-snapshot.jpg
2,0,20190707,125800,31,1,746,365,790,405,Jul08_0/03-20190707125800-snapshot.jpg
2,0,20190707,125930,69,1,745,367,787,403,Jul08_0/03-20190707125930-snapshot.jpg
2,0,20190707,130000,80,1,744,366,787,405,Jul08_0/03-20190707130000-snapshot.jpg
2,0,20190707,130100,75,1,746,366,788,403,Jul08_0/03-20190707130100-snapshot.jpg
2,0,20190707,130130,38,1,745,367,787,404,Jul08_0/03-20190707130130-snapshot.jpg
2,0,20190707,130200,42,1,745,367,788,404,Jul08_0/03-20190707130200-snapshot.jpg
2,0,20190707,130230,71,1,745,366,788,404,Jul08_0/03-20190707130230-snapshot.jpg
2,0,20190707,130300,54,1,745,364,788,401,Jul08_0/03-20190707130300-snapshot.jpg
2,0,20190707,130330,75,1,745,365,788,403,Jul08_0/03-20190707130330-snapshot.jpg
2,0,20190707,130400,82,1,747,363,791,403,Jul08_0/03-20190707130400-snapshot.jpg
